X2018_7_1_1h_x,X2018_7_1_2h_x,X2018_7_1_3h_x,X2018_7_1_4h_x,X2018_7_1_5h_x,X2018_7_1_6h_x,X2018_7_1_7h_x,X2018_7_1_8h_x,X2018_7_1_9h_x,X2018_7_1_10h_x,X2018_7_1_11h_x,X2018_7_1_12h_x,X2018_7_1_13h_x,X2018_7_1_14h_x,X2018_7_1_15h_x,X2018_7_1_16h_x,X2018_7_1_17h_x,X2018_7_1_18h_x,X2018_7_1_19h_x,X2018_7_1_20h_x,X2018_7_1_21h_x,X2018_7_1_22h_x,X2018_7_1_23h_x,X2018_7_1_24h_x,X2018_7_1_1h_y,X2018_7_1_2h_y,X2018_7_1_3h_y,X2018_7_1_4h_y,X2018_7_1_5h_y,X2018_7_1_6h_y,X2018_7_1_7h_y,X2018_7_1_8h_y,X2018_7_1_9h_y,X2018_7_1_10h_y,X2018_7_1_11h_y,X2018_7_1_12h_y,X2018_7_1_13h_y,X2018_7_1_14h_y,X2018_7_1_15h_y,X2018_7_1_16h_y,X2018_7_1_17h_y,X2018_7_1_18h_y,X2018_7_1_19h_y,X2018_7_1_20h_y,X2018_7_1_21h_y,X2018_7_1_22h_y,X2018_7_1_23h_y,X2018_7_1_24h_y,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
6.533072472000001,6.517428398,6.361238956,6.247999667999999,6.221354961,6.142922877999999,5.986959457,6.2492008210000005,5.994526863,6.08989954,5.954492569,6.113022327,6.215835094,6.078763485,6.206302643,6.4278492929999995,6.44156456,6.49423027,6.405322552,6.542506695,6.322241783,6.375850677000001,6.131353855,6.29830265,6.853865356158527,6.6624214798838,6.535229176285932,6.450732413279356,6.394607083226657,6.3573347339937065,6.332590299243176,6.31617073591639,6.305283097661342,6.298071455519827,6.293302533995724,6.2901568144093885,6.288089721871925,6.286739383229027,6.285865331682684,6.285307775658815,6.2849605327349005,6.284753044078811,6.284638422939673,6.2845855128011285,6.284573609978374,6.284588956753456,6.284622411043457,6.284667897881545,152.9614029284397,151.9731559931862,151.49595972602887,151.27573472894048,151.1847224259414,151.15868205661155,151.16531148179743,151.18836823819268,151.21968513869547,151.2551554820069,4700.3155358924105,4734.280820976538,4617.861104375921,4809.298794736005,4690.459143500218
1.135076523,1.822965384,1.441439509,1.4131155009999998,1.685873985,1.516477227,1.300942421,2.038778067,2.171161413,2.0597705840000002,2.266141653,2.272469997,2.272469997,2.25346446,2.2076699730000002,2.2065703869999997,1.8400273319999998,2.286146402,2.114949226,1.662143111,1.624302149,1.62496841,1.624940038,1.406044602,1.2588110628202414,1.2754972778904121,1.2897725057467055,1.3019851093534631,1.3124331167938517,1.3213714941447718,1.3290183674958185,1.3355603459502108,1.3411570755065954,1.34594513495156,1.3500413688355726,1.3535457388680243,1.3565437633148891,1.359108603928399,1.361302851336751,1.363180052463285,1.364786017249228,1.366159936568385,1.3673353386146039,1.3683409071010446,1.3692011812380305,1.3699371545712695,1.3705667872940872,1.3711054445357804,50.64359575790896,45.398679703922795,42.73659755344356,41.390173920571115,40.7139278521952,40.379060615745566,40.21808685628053,40.145691938002436,40.11841781000403,40.1141275649305,1268.2818280186698,1265.2201427093432,1242.315902430298,1302.2327223314005,1278.134527888542
2.880102158,3.159990311,3.1517167089999996,3.144714355,3.1618840689999996,3.1822099689999996,3.1466081139999997,4.867200851000001,6.46467495,7.067737579,7.903135300000001,6.962409973,8.407972336,8.171936035,8.320072174,8.320072174,8.072568893,6.735964775,7.458931923,4.394539356,3.587256908,3.597060442,3.8178217410000004,3.5817844869999997,2.1667542791757057,2.2970021518374466,2.4086263997215207,2.5042899407917387,2.5862749329737023,2.656537217516807,2.716752977716663,2.768358726092552,2.812585573957572,2.8504886009193813,2.8829720249529496,2.9108107735048225,2.9346689702310518,2.9551157783900748,2.9726389788519234,2.9876566066419405,3.000526923621452,3.0115569652145195,3.0210098650722683,3.0291111324126185,3.0360540317882028,3.042004193622685,3.0471035655048464,3.0514737985028604,85.93226101614988,73.9335458823063,73.9335458823063,73.9335458823063,73.9335458823063,73.9335458823063,73.9335458823063,73.9335458823063,73.9335458823063,73.9335458823063,2303.9386374853384,2291.939922351495,2218.006376469189,2291.939922351495,2218.006376469189
3.720927477,4.307393074,4.307393074,4.286317825,4.307393074,4.230911732,4.096698761,4.104141712,4.712266445,4.730250358999999,5.099845408999999,4.9986591339999995,6.730551243,6.724062442999999,6.724062442999999,7.0086026189999995,7.0086026189999995,5.172290325,7.0086026189999995,6.2022714610000005,5.685959339,5.034208775,4.278836727,4.1548843380000005,3.294516956954064,3.381435934882641,3.4549431024782447,3.517107934793325,3.5696805818312614,3.6141411411804243,3.6517413277606057,3.68353971382592,3.7104315313492853,3.7331738758262847,3.7524070210706,3.7686724450845164,3.78242807449363,3.7940611767280994,3.803899262908871,3.8122193083919673,3.819255550560295,3.825206083397157,3.830238434500984,3.8344942815530847,3.83809344102292,3.84113724140642,3.843711375965404,3.845888315282343,120.51716099639488,115.80751881958344,113.78922203352523,112.94181266264856,112.60380552001837,112.48741714856796,112.46744547303256,112.48942051167515,112.52964474267631,112.57780840417324,3514.7881377231847,3552.0226535543325,3487.1053975937043,3654.661834806082,3586.433637514843
2.569508314,2.5502450469999998,2.554425001,2.551727533,2.55555892,2.5924854280000003,2.704829454,2.62022543,2.601480246,2.602738619,2.561244726,2.600992441,2.564261198,2.7460958960000004,2.603440285,2.603440285,2.603440285,2.603440285,2.653345823,2.5603058340000002,2.561173439,2.561173439,2.561173439,2.5603058340000002,2.5008095003565867,2.510077757909314,2.517351425014771,2.5230595624328283,2.5275389347149195,2.5310538642454525,2.5338118144364774,2.5359756207869104,2.5376730908915706,2.539004539371056,2.5400487019461955,2.5408673773228783,2.541509070550771,2.5420118526510938,2.542405605103541,2.5427137815166616,2.542954790341429,2.5431430801462382,2.5432899914359997,2.5434044252345482,2.5434933678468035,2.5435623027381937,2.54361553381378,2.5436564391560896,64.32930449635207,63.212321111375196,62.6035065038277,62.27167056844277,62.09080255600074,61.99221999023136,61.93848731443944,61.909200184152006,61.89323716001757,61.88453647350389,1923.4941386041105,1918.0974895389593,1856.2233769379113,1918.0974895025086,1856.2233769379113
0.511581659,0.39820131700000005,4.06575489,0.23864342300000002,0.237724453,0.23864342300000002,0.240798205,0.39859905799999995,4.067909241000001,0.7017737629999999,0.299160659,0.433869302,0.453719437,0.7216238979999999,4.087758541,4.068859577,0.39615970799999994,0.345941603,0.37651845799999994,0.37651845799999994,0.377199441,0.377199441,4.091804504,0.24736093,0.5136206009059202,0.3816540664476747,0.30884946712890204,0.2686839077033484,0.2465249757256581,0.2343001175781697,0.2275557872613171,0.2238350085926368,0.22178229271857694,0.22064983017919354,0.22002506207596345,0.21968038384667185,0.21949022836156726,0.21938532150803694,0.2193274454603828,0.2192955158315802,0.21927790057903973,0.2192681824227786,0.21926282101448208,0.21925986317987334,0.2192582313725032,0.21925733112091872,0.2192568344612454,0.21925656045913824,10.89625799098404,63.06061639899038,13.18855863185865,61.20775763125347,15.312465015399596,59.51645221966702,17.281381037055695,57.97384079283954,19.107643665077354,56.56808756339246,1185.4768395646506,1292.5066090817727,1326.3051527264058,1454.45490015007,1488.8278024526142
1.0927665229999999,1.186765075,1.186765075,1.228594422,1.38392961,1.727822423,1.427422762,1.42645061,1.425663352,1.4084523919999998,1.41649127,1.4311630730000002,1.394569755,1.4084523919999998,1.4084523919999998,1.439831734,1.469038606,1.46223557,1.447595239,1.43300283,1.447643161,1.4318664069999998,1.2730335,1.294955015,1.1229481697065975,1.2465701718985471,1.3263843447669594,1.3779148334964455,1.4111845044492173,1.4326644289094008,1.4465325298434362,1.4554862030219942,1.4612669702495875,1.4649992116518806,1.4674088616752377,1.4689646059610968,1.469969042397726,1.4706175375035078,1.4710362259210992,1.4713065440614548,1.4714810697801886,1.471593748960577,1.4716664981105887,1.4717134672029195,1.4717437918958405,1.4717633704517614,1.471776010970594,1.471784172078951,34.511611868557694,35.21422539489158,35.309867178884396,35.32288621495826,35.32465840377801,35.32489963924237,35.32493247691103,35.3249369468694,35.324937555333044,35.324937638158886,1094.1315839909364,1095.0730671875074,1059.7481295362977,1095.0730671875074,1059.7481295362977
4.566913128,3.0094027519999997,3.0279834269999997,3.0279834269999997,2.9790170189999996,2.974265814,3.01981473,2.9790170189999996,3.0213582519999997,2.705228806,5.084864616,6.151880741,6.299404621,5.797868729,6.432546616000001,6.354056835,7.065562725,6.006175517999999,7.478719711,6.829422951000001,6.932343006,6.790277481,4.826092243,5.205102921,5.367225812715512,5.114352965856872,4.892236757660523,4.697136292915481,4.525765677268718,4.375238675984904,4.243020103798629,4.126883127164015,4.024871759783442,3.9352679197627527,3.856562493567456,3.787429919437227,3.7267058621910047,3.673367603420308,3.626516816801192,3.5853644384255428,3.549217377336891,3.5174668424487328,3.4895780892465917,3.4650814135871206,3.4435642409112455,3.4246641776373767,3.4080629077058147,3.393480831479561,124.6049012206416,115.7323726109498,113.51966191876726,113.01998656603041,112.9609373851405,113.01522586801376,113.09866701327527,113.1896067931134,113.28247536833099,113.37584006741987,3548.2980196904277,3621.935566962242,3590.6848362239293,3798.8130945672133,3761.8566371319653
0.302486092,0.427286685,0.42798245,0.42944482,0.430372894,0.481497616,0.500246108,0.513165116,0.489458382,0.565094352,0.554203451,0.570834517,0.57206744,0.56513679,0.5417087079999999,0.565241039,0.531164646,0.49173331299999995,0.530201316,0.47306069700000003,0.4837901,0.487191349,0.508759737,0.384596348,0.2179121135997185,0.2763868539596335,0.32278043618430763,0.3595888847278956,0.3887925335779597,0.4119625703467716,0.43034556784904826,0.4449305510556174,0.456502207697009,0.4656831053044844,0.47296718601056503,0.4787463411652302,0.4833314955106252,0.4869693352654764,0.4898555801080884,0.4921455131048333,0.4939623351055738,0.4954037930814476,0.4965474390166924,0.4974548022885277,0.4981747000136042,0.4987458634612079,0.4991990218370642,0.4995585555475466,11.242112643540548,11.326302513800757,11.401266996121958,11.468016993387856,11.52745263540172,11.580375417218894,11.627499007380752,11.669458871800089,11.706820843076935,11.740088750802787,365.5035233442717,372.1362905311572,360.3075073059322,372.3228655668442,360.31259842375397
0.296325624,0.256062329,0.254990369,0.24931262399999998,0.282244742,0.511477947,0.559767962,0.592200875,0.58040911,0.57933718,0.633324444,0.596181035,0.5626607539999999,0.550049007,0.550049007,0.5784060360000001,0.5784060360000001,0.559315741,0.565624356,0.5428164010000001,0.552754223,0.508287907,0.474797189,0.318556815,0.16631540749697615,0.24341781854171035,0.3025797910653523,0.3479757643619256,0.3828088556811792,0.4095368705852466,0.4300457244841018,0.4457825118869171,0.4578576126693762,0.467123039924272,0.4742325575806771,0.4796878096609338,0.4838737160328426,0.4870856321636847,0.4895501892547837,0.491441285226114,0.492892354866861,0.4940057849276402,0.4948601384785895,0.4955156982804407,0.4960187203060713,0.4964046975388958,0.4967008643400853,0.4969281180915175,11.489236425160987,11.511239930325475,11.532139871695126,11.551991597408348,11.570847679673022,11.588758053990526,11.605770151397095,11.621929024072802,11.63727746465067,11.651856119542014,362.79389870096,368.35195688149605,357.5555034518428,369.70530851093713,357.8263875780512
