,meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h
0,X26,1.092766523361206,1.1867650747299194,1.1867650747299194,1.228594422340393,1.3839296102523804,1.7278224229812622,1.4274227619171143,1.4264506101608276,1.4256633520126343,1.4084523916244507,1.4164912700653076,1.4311630725860596,1.394569754600525,1.4084523916244507,1.4084523916244507,1.4398317337036133,1.4690386056900024,1.4622355699539185,1.447595238685608,1.4330028295516968,1.4476431608200073,1.4318664073944092,1.2730334997177124,1.2949550151824951
0,X303,0.3745886981487274,0.4647948145866394,0.29813647270202637,0.40442630648612976,0.39999130368232727,0.42618346214294434,0.3667600452899933,0.3594081997871399,0.38344892859458923,0.5234100222587585,0.5989312529563904,0.6166197657585144,0.8350518941879272,0.8510985374450684,0.8628589510917664,0.8615548014640808,0.8680527806282043,0.8608328700065613,0.9363464117050171,0.721246600151062,0.8069407939910889,0.8009290099143982,0.7676530480384827,0.7337592244148254
0,X241,0.21801480650901794,0.23360112309455872,0.2297474890947342,0.2467905730009079,0.23397541046142578,0.3007594347000122,0.3254926800727844,0.33721643686294556,0.32243356108665466,0.2866896092891693,0.2812354564666748,0.2848370671272278,0.31825730204582214,0.2852010130882263,0.3192146122455597,0.28664955496788025,0.29028862714767456,0.28922775387763977,0.34105271100997925,0.3411049246788025,0.3445243239402771,0.3315494656562805,0.30626171827316284,0.26619473099708557
0,X435,0.30461493134498596,0.3258606791496277,0.2709895670413971,0.30996233224868774,0.3202957510948181,0.33225056529045105,0.3406783938407898,0.3103582561016083,0.3338797688484192,0.3601386249065399,0.3570057153701782,0.4498659372329712,0.3876127302646637,0.3745897114276886,0.3651043474674225,0.3526681363582611,0.3526681363582611,0.3733464479446411,0.3990206718444824,0.45751214027404785,0.42755556106567383,0.5295075178146362,0.537594199180603,0.4517538547515869
0,X402,0.3758121132850647,0.32737216353416443,0.293664813041687,0.2989291846752167,0.2989291846752167,0.2989291846752167,0.30698052048683167,0.3512278199195862,0.36771029233932495,0.44163668155670166,0.504065215587616,0.497842013835907,0.5142419934272766,0.48766598105430603,0.48766598105430603,0.4607829451560974,0.479049414396286,0.46363571286201477,0.46363571286201477,0.46305519342422485,0.4635966718196869,0.47659194469451904,0.5229535102844238,0.4494372308254242
0,X352,0.23508308827877045,0.25937744975090027,0.15369099378585815,0.16052399575710297,0.16459058225154877,0.15955139696598053,0.17434854805469513,0.1871265470981598,0.18409915268421173,0.1976775974035263,0.285672664642334,0.3005335330963135,0.314483642578125,0.3086990416049957,0.31556856632232666,0.2601836025714874,0.3216044008731842,0.3169969618320465,0.3439145088195801,0.36068451404571533,0.3092724680900574,0.29426851868629456,0.3658633232116699,0.35722455382347107
0,X305,0.3826970160007477,0.3832956850528717,0.36348870396614075,0.4104377329349518,0.36223554611206055,0.36223554611206055,0.3752163350582123,0.4090624153614044,0.43268710374832153,0.4459470212459564,0.4821203351020813,0.4574682414531708,0.4776085317134857,0.47155576944351196,0.4796203374862671,0.499336302280426,0.4921768605709076,0.5303992629051208,0.5562431812286377,0.5675243139266968,0.5221563577651978,0.5793144106864929,0.5865147113800049,0.5754282474517822
0,X350,0.2710515856742859,0.27283790707588196,0.1964588463306427,0.2658357620239258,0.26431235671043396,0.2664450407028198,0.26781517267227173,0.26968714594841003,0.31171363592147827,0.3054736852645874,0.3162185549736023,0.3054736852645874,0.5432431697845459,0.30994611978530884,0.32016152143478394,0.3433091640472412,0.36128106713294983,0.36620914936065674,0.41780155897140503,0.6086042523384094,0.602165937423706,0.41722217202186584,0.5121474266052246,0.43552669882774353
0,X326,0.17091375589370728,0.17808935046195984,0.09465128928422928,0.1333446502685547,0.13298670947551727,0.13899850845336914,0.14753349125385284,0.18720294535160065,0.16169020533561707,0.16029158234596252,0.113039530813694,0.15227974951267242,0.15227974951267242,0.15227974951267242,0.1754487007856369,0.1754487007856369,0.206983745098114,0.12903904914855957,0.1840306967496872,0.1840306967496872,0.18249152600765228,0.21324099600315094,0.21431273221969604,0.1956191062927246
0,X299,0.22447197139263153,0.25883376598358154,0.2052869349718094,0.2757888734340668,0.27634528279304504,0.3328610956668854,0.34397369623184204,0.27669596672058105,0.2900780439376831,0.2675195336341858,0.24963343143463135,0.2656794488430023,0.28343382477760315,0.2890450656414032,0.29571449756622314,0.2972226142883301,0.32777366042137146,0.30393630266189575,0.35481294989585876,0.35177743434906006,0.2994824945926666,0.3413713872432709,0.34723493456840515,0.34213507175445557
0,X160,0.23870259523391724,0.23027381300926208,0.18114610016345978,0.2061818391084671,0.1891377866268158,0.21323151886463165,0.20541273057460785,0.23059657216072083,0.31377607583999634,0.29163357615470886,0.2330557107925415,0.2818772494792938,0.23126231133937836,0.23448589444160461,0.23810291290283203,0.2403472363948822,0.23613578081130981,0.23465093970298767,0.2366594672203064,0.2269156277179718,0.24989953637123108,0.2750208079814911,0.2738558053970337,0.2752782702445984
0,X125,0.15963704884052277,0.15963704884052277,0.15963704884052277,0.15963704884052277,0.15963704884052277,0.15963704884052277,0.15963704884052277,0.17475426197052002,0.3008318543434143,0.3008318543434143,0.3008318543434143,0.27541714906692505,0.27541714906692505,0.27541714906692505,0.2758655548095703,0.2758655548095703,0.2758655548095703,0.2758655548095703,0.2758655548095703,0.2758655548095703,0.22864748537540436,0.2036578208208084,0.19419735670089722,0.19419735670089722
0,X211,0.2280745804309845,0.270146906375885,0.2591499984264374,0.263210266828537,0.27267491817474365,0.29480960965156555,0.3051259517669678,0.2748583257198334,0.3166259825229645,0.35180869698524475,0.3863881528377533,0.3863881528377533,0.3179728090763092,0.3565298616886139,0.3625735938549042,0.39026153087615967,0.40908709168434143,0.4195975959300995,0.4048228859901428,0.37981903553009033,0.3673734962940216,0.3023204207420349,0.2600674331188202,0.26906538009643555
0,X349,0.30332496762275696,0.34622132778167725,0.2699643075466156,0.26105788350105286,0.2548889219760895,0.26098424196243286,0.2421959787607193,0.2421959787607193,0.2358018457889557,0.21943879127502441,0.24663706123828888,0.2390766739845276,0.2575170397758484,0.242883563041687,0.2588825523853302,0.3099481463432312,0.3135921061038971,0.33002009987831116,0.32959437370300293,0.32987359166145325,0.4078275263309479,0.3910566568374634,0.3914823830127716,0.4026232659816742
0,X407,0.39279529452323914,0.39690664410591125,0.30351194739341736,0.3138243854045868,0.30351194739341736,0.32686975598335266,0.3137458562850952,0.41669973731040955,0.42599576711654663,0.41592755913734436,0.43603163957595825,0.43675270676612854,0.42323780059814453,0.4557341933250427,0.44046008586883545,0.4578759968280792,0.451431006193161,0.46308621764183044,0.5108171701431274,0.49787142872810364,0.519033670425415,0.5417436361312866,0.5361449718475342,0.5404625535011292
0,X330,0.5015735030174255,0.4781687259674072,0.46877551078796387,0.4884321391582489,0.48230603337287903,0.4977864623069763,0.48433244228363037,0.45367005467414856,0.4680957794189453,0.49348071217536926,0.47828346490859985,0.47828346490859985,0.4952390193939209,0.49790048599243164,0.5043649673461914,0.46645045280456543,0.5164433717727661,0.5535078644752502,0.607307493686676,0.5947970151901245,0.6435801386833191,0.6659113168716431,0.5674989223480225,0.5675782561302185
0,X132,0.5867157578468323,0.3653475344181061,0.21575210988521576,0.2652438282966614,0.29999619722366333,0.260420560836792,0.27643659710884094,0.31077152490615845,0.33143576979637146,0.3118443191051483,0.31305381655693054,0.34684714674949646,0.33927205204963684,0.3680093288421631,0.39925235509872437,0.376662939786911,0.4564840495586395,0.47829732298851013,0.4198310673236847,0.41618266701698303,0.42183899879455566,0.4163992702960968,0.4317983388900757,0.4093771278858185
0,X231,0.2533531188964844,0.20389270782470703,0.1491793543100357,0.17271240055561066,0.17175494134426117,0.17175494134426117,0.16938166320323944,0.18394577503204346,0.18394577503204346,0.1886547952890396,0.22255916893482208,0.24843761324882507,0.256208598613739,0.23415356874465942,0.23945337533950806,0.23608428239822388,0.2577330768108368,0.2700100243091583,0.2598869204521179,0.28296881914138794,0.285139799118042,0.3676641583442688,0.3347042500972748,0.31728506088256836
0,X225,0.23993736505508423,0.24324463307857513,0.2006148397922516,0.22643083333969116,0.22096434235572815,0.21943098306655884,0.30882692337036133,0.3800244629383087,0.3857297897338867,0.375062495470047,0.3850863575935364,0.3850863575935364,0.38756099343299866,0.38825273513793945,0.39072737097740173,0.3957820534706116,0.3923349380493164,0.4317818284034729,0.47477418184280396,0.47477418184280396,0.47477418184280396,0.48149311542510986,0.43633580207824707,0.37936246395111084
0,X16,3.7209274768829346,4.3073930740356445,4.3073930740356445,4.286317825317383,4.3073930740356445,4.230911731719971,4.096698760986328,4.104141712188721,4.712266445159912,4.730250358581543,5.0998454093933105,4.998659133911133,6.730551242828369,6.724062442779541,6.724062442779541,7.008602619171143,7.008602619171143,5.172290325164795,7.008602619171143,6.202271461486816,5.685959339141846,5.03420877456665,4.278836727142334,4.154884338378906
0,X286,0.3816172480583191,0.3889646828174591,0.343481183052063,0.364073246717453,0.3098050355911255,0.3174665570259094,0.30663979053497314,0.3765629827976227,0.36766791343688965,0.3543694317340851,0.35039258003234863,0.35039258003234863,0.34295007586479187,0.34666362404823303,0.353627473115921,0.3819521963596344,0.36316657066345215,0.3814138174057007,0.44107264280319214,0.44107264280319214,0.4618281424045563,0.44975343346595764,0.3752042055130005,0.4292484223842621
0,X354,0.14211833477020264,0.16001839935779572,0.13451598584651947,0.14858220517635345,0.14858220517635345,0.14555437862873077,0.13762332499027252,0.19183753430843353,0.28429052233695984,0.278115838766098,0.2580455541610718,0.2593397796154022,0.2580455541610718,0.27975165843963623,0.29020315408706665,0.2914973497390747,0.31766369938850403,0.321712851524353,0.2911912798881531,0.3651549220085144,0.3503216803073883,0.3195847272872925,0.19435451924800873,0.19722478091716766
0,X353,0.1777110993862152,0.19411863386631012,0.15178287029266357,0.18801291286945343,0.19209107756614685,0.23818960785865784,0.24151107668876648,0.26979681849479675,0.27792784571647644,0.25322428345680237,0.22737038135528564,0.24010027945041656,0.22488924860954285,0.22489731013774872,0.21828222274780273,0.21622394025325775,0.21689705550670624,0.2431502789258957,0.2698234021663666,0.2761222720146179,0.2571730315685272,0.27804654836654663,0.26324811577796936,0.24579061567783356
0,X76,0.5195379257202148,0.8799843788146973,0.8799843788146973,0.8799843788146973,0.8799843788146973,0.8799843788146973,0.8799843788146973,0.8799843788146973,0.8799843788146973,1.2679744958877563,1.4414242506027222,1.494372010231018,1.5211955308914185,2.0677883625030518,2.2644028663635254,2.1455564498901367,2.1753153800964355,2.2644028663635254,2.2644028663635254,1.7227251529693604,1.7612309455871582,1.7062569856643677,1.6837084293365479,1.295591115951538
